id	Всего сообщений	Сообщений ученика	Сообщений учителя
323188289	4	4	0
323090382	4	4	0
323005185	4	4	0
322936086	22	8	14
322919896	9	6	3
322638486	11	6	5
322571388	4	4	0
322561585	6	3	3
322437362	18	10	8
322437362	18	10	8
322298397	3	3	0
321729769	3	3	0
321622215	13	8	5
321454066	1	1	0
321431293	6	5	1
321403206	6	3	3
321381771	4	4	0
321277422	4	4	0
321041291	1	1	0
320957130	4	4	0
320733939	1	1	0
320728597	4	4	0
320411687	4	4	0
320157265	6	5	1
319962047	3	3	0
319917427	4	0	0
319857217	4	4	0
319740061	5	3	2
319636176	3	3	0
319614178	4	4	0
319230248	1	1	0
319024841	4	4	0
318642594	4	4	0
318210036	4	4	0
317979671	8	6	2
317615745	4	4	0
317593362	7	4	3
317532131	8	4	4
317277957	18	7	11
316714390	5	4	1
316377127	4	4	0
316256035	4	4	0
316223434	6	5	1
316212743	7	5	2
316081554	4	4	0
315623246	1	1	0
315561369	4	4	0
315489650	3	3	0
315382001	4	4	0
315156561	6	5	1
314982102	3	3	0
314668238	3	3	0
314373322	4	4	0
314210248	8	5	3
314051408	15	7	8
313951080	6	4	2
313895617	4	4	0
313830530	1	1	0
313581241	8	5	3
313314620	4	4	0
313179595	4	4	0
312788127	4	4	0
312522366	28	14	14
312334789	3	3	0
312283471	4	4	0
312275010	8	5	3
312088586	3	3	0
311793386	6	4	2
311441950	5	4	1
311352947	3	3	0
311242775	4	4	0
310987435	4	4	0
310732987	10	5	5
310553970	9	6	3
310532669	4	4	0
310297434	3	2	1
310246864	4	4	0
310014185	4	4	0
309938534	4	4	0
309840208	8	6	2
309756697	6	5	1
309659075	18	9	9
309492923	4	4	0
309233077	8	6	2
309041140	4	4	0
308783268	15	9	6
308298232	3	3	0
308205173	4	4	0
308079019	4	4	0
307809746	9	6	3
307587949	6	4	2
307220496	4	4	0
307130288	4	4	0
306856343	4	4	0
306588287	4	4	0
306560619	4	4	0
306372850	3	3	0
306014728	8	6	2
305839967	4	4	0
305600232	4	4	0
305532968	3	3	0
305449947	11	8	3
305093594	4	2	2
304708825	1	1	0
304578465	4	4	0
304485706	4	4	0
304365229	33	17	16
304347798	4	4	0
304313662	4	4	0
304104504	15	9	6
303973604	1	1	0
303840257	1	1	0
303829551	4	4	0
303459624	1	1	0
303312564	4	4	0
303227218	3	3	0
302847624	22	12	10
302801577	4	4	0
302770972	9	6	3
302641921	7	5	2
302455920	4	4	0
302428123	6	5	1
302324463	20	11	9
302236808	4	4	0
302219184	4	4	0
302168230	14	6	8
302162544	8	5	3
302160533	4	4	0
302109539	1	1	0
301927071	4	4	0
301853795	1	1	0
301620104	10	7	3
301581093	4	4	0
301419024	7	5	2
301353133	1	1	0
301233261	4	4	0
301099459	6	5	1
300715818	6	5	1
300478411	1	1	0
300272258	4	4	0
300140534	6	5	1
299937269	4	4	0
299756168	4	4	0
299667000	4	4	0
299642030	10	5	5
299517044	1	1	0
299362062	4	4	0
299192811	1	1	0
298913099	8	5	3
298753037	1	1	0
298673737	8	6	2
298518011	8	6	2
298265730	4	4	0
297842407	13	7	6
297551454	1	1	0
297356798	7	5	2
297114023	6	5	1
296912879	12	8	4
296879089	4	4	0
296390514	4	4	0
296094512	4	4	0
296083207	6	5	1
295909719	1	1	0
295807780	15	7	8
295644099	1	1	0
295399258	3	3	0
295272586	13	3	10
295271190	14	9	5
295211964	9	6	3
295137021	1	1	0
295061433	1	1	0
295051445	4	4	0
294923056	3	3	0
294846469	4	3	1
294797138	4	4	0
294781660	4	4	0
294732774	4	4	0
294724771	4	4	0
294652275	4	4	0
294614260	4	4	0
294583328	4	4	0
294558671	11	6	5
294310824	4	4	0
294292490	12	8	4
293858832	4	4	0
293735278	3	2	1
293501791	19	10	9
293371176	4	4	0
292856324	3	3	0
292793262	7	5	2
292428514	4	4	0
292409373	3	3	0
292320655	3	3	0
292258633	6	5	1
292068435	1	1	0
291963274	11	7	4
291942296	2	2	0
291611533	4	4	0
291325827	4	4	0
291225843	1	1	0
291214528	5	4	1
291187570	1	1	0
291047221	5	4	1
290770684	3	3	0
290743028	6	5	1
290596752	3	3	0
290152862	4	4	0
290082175	4	4	0
289795150	1	1	0
289660437	3	3	0
289659549	1	1	0
289626232	4	4	0
289568876	5	4	1
289497545	4	4	0
289419515	9	5	4
289305859	3	3	0
289106018	3	3	0
288750995	8	5	3
288632666	4	4	0
288601187	13	7	6
288472015	9	5	4
288450810	4	4	0
288438803	7	5	2
288156556	1	1	0
288103136	8	6	2
287818978	24	14	10
287646089	4	4	0
287614881	4	4	0
287609555	4	4	0
286838728	4	4	0
286563661	11	5	6
286491003	1	1	0
286284321	10	6	4
286271170	3	3	0
286265568	1	1	0
286201567	3	3	0
286082802	9	4	5
286073663	7	4	3
285912308	19	6	13
285786736	6	4	2
285605080	1	1	0
285503479	4	4	0
285176236	7	5	2
285064548	4	4	0
285047360	4	4	0
285006036	4	4	0
284943737	21	11	10
284925646	22	10	12
284559313	4	4	0
284542981	4	4	0
284512540	1	1	0
284481557	4	4	0
284424188	6	5	1
284323743	3	2	1
283912215	3	3	0
283603723	4	4	0
283482045	6	5	1
283295032	8	5	3
282984944	4	4	0
282790895	3	3	0
282446454	5	4	1
282345887	4	4	0
281921544	6	5	1
281504682	6	5	1
281154585	4	4	0
280733121	4	4	0
280621076	4	4	0
280566379	5	4	1
280421256	4	4	0
280347749	8	5	3
280225877	1	1	0
280209315	3	3	0
279748173	4	4	0
279718230	1	1	0
279578927	4	4	0
279530612	6	3	3
279489741	4	4	0
279421132	10	6	4
279128890	6	5	1
279076378	3	3	0
278703967	4	4	0
278638989	3	3	0
278380674	13	7	6
278262819	1	1	0
278097180	14	8	6
278073719	4	4	0
278010132	4	4	0
277909753	8	6	2
277726667	10	7	3
277641581	1	1	0
277451209	7	3	4
277159377	4	4	0
276823958	4	4	0
276680793	7	5	2
276665812	1	1	0
276623235	4	4	0
276301600	6	5	1
276236952	7	5	2
276018686	10	6	4
275951736	6	5	1
275759771	3	3	0
275687917	20	11	9
275641219	19	10	9
275258846	4	4	0
275040228	4	4	0
275002818	3	3	0
274880425	8	5	3
274865236	9	6	3
274327176	4	4	0
274229027	1	1	0
274096542	8	6	2
274086224	4	2	2
274026854	4	4	0
274011727	4	4	0
273933387	8	6	2
273892796	16	8	8
273769085	4	4	0
273614266	4	4	0
273467404	1	1	0
273379040	4	4	0
273269586	1	1	0
273228644	8	5	3
273224148	4	4	0
273100447	1	1	0
273093557	5	4	1
273070082	1	1	0
272958060	6	5	1
272927358	6	5	1
272917942	3	3	0
272872676	4	4	0
272688640	4	4	0
272548921	3	3	0
272100204	4	4	0
271809698	9	6	3
271647247	4	4	0
271568114	9	5	4
271565970	4	4	0
271467886	4	4	0
271221235	3	3	0
271220266	4	4	0
271149282	4	4	0
270973135	3	3	0
270510128	3	3	0
270129543	4	4	0
270080891	4	4	0
270020126	1	1	0
269756141	4	4	0
269747585	1	1	0
269738774	3	3	0
269735915	6	4	2
269712347	4	2	2
269631044	6	5	1
269609076	47	21	26
269589474	4	4	0
269587521	5	3	2
269557875	4	4	0
269488932	4	4	0
269477052	6	5	1
269226579	3	3	0
269099846	4	4	0
269088652	10	7	3
268998831	4	4	0
268932846	6	5	1
268727793	7	5	2
268486198	4	4	0
268475926	4	4	0
268308422	7	5	2
268002550	3	3	0
267991952	4	4	0
267975395	3	3	0
267745731	8	5	3
267487261	15	6	9
267310427	11	5	6
267273497	3	3	0
267251229	3	3	0
267218749	6	5	1
267158898	3	3	0
267080712	3	3	0
266926770	3	3	0
266868195	4	4	0
266866807	9	5	4
266652680	4	4	0
266617237	4	4	0
266596767	4	4	0
266519105	3	3	0
265952694	4	4	0
265717000	7	5	2
265702643	1	1	0
265636801	4	4	0
265245767	4	4	0
264935103	4	4	0
264846275	10	6	4
264842208	4	4	0
264673719	7	4	3
264651811	7	5	2
264648628	6	3	3
264636955	7	5	2
264482675	10	7	3
264374333	1	1	0
264327676	9	5	4
263790158	8	6	2
263703258	2	2	0
263532685	1	1	0
263447507	1	1	0
263408044	8	6	2
263401659	3	3	0
263156193	4	4	0
262956487	1	1	0
262836421	4	4	0
263156193	4	4	0
262956487	1	1	0
262836421	4	4	0
262801449	4	4	0
262563925	4	4	0
262550309	3	3	0
262333201	15	8	7
262293173	6	4	2
262279073	1	1	0
262221990	3	3	0
262209599	8	6	2
262038648	4	4	0
262001140	4	4	0
261948160	1	1	0
261756965	3	3	0
261711615	4	4	0
261557434	5	4	1
261346769	8	6	2
261244042	4	4	0
261181725	3	3	0
261048922	5	4	1
260913491	1	1	0
260765915	7	5	2
260350800	4	4	0
260289340	9	6	3
260234000	10	6	4
260056634	3	3	0
259955720	3	3	0
259623032	4	4	0
259519158	1	1	0
259477937	1	1	0
259394814	3	3	0
259386707	1	1	0
259264994	4	4	0
259255799	5	3	2
259094305	5	4	1
258974084	6	5	1
258925218	6	5	1
258922741	36	13	23
258837851	1	1	0
258663461	6	4	2
258640294	9	7	2
258618281	4	4	0
258571170	2	2	0
258466864	9	6	3
258430846	4	4	0
258337164	18	8	10
258257602	3	3	0
258217397	15	9	6
258072333	6	4	2
257894435	8	6	2
257391263	6	4	2
257369840	1	1	0
257369629	1	1	0
257306664	3	3	0
257075082	4	4	0
257046734	3	3	0
257036880	4	4	0
256963039	4	4	0
256876051	1	1	0
256871971	4	4	0
256628535	3	3	0
256596022	8	5	3
256574370	4	4	0
256371224	1	1	0
256366859	10	7	3
256359031	6	5	1
256008675	8	4	4
255642488	4	4	0
255631328	6	5	1
255596048	3	3	0
255590709	4	4	0
255589286	4	4	0
255474388	3	3	0
255302474	1	1	0
255183719	4	4	0
255014591	6	5	1
254878137	6	5	1
254568987	4	4	0
254560775	4	2	2
254401919	4	4	0
254171588	1	1	0
254088537	16	8	8
254012193	3	3	0
253872333	4	4	0
253742330	4	2	2
253568273	8	6	2
253503503	3	3	0
253324460	1	1	0
253100565	6	4	2
253099803	4	4	0
252674851	1	1	0
252575187	3	2	1
252569527	1	1	0
252376032	6	5	1
252359766	3	3	0
252190887	4	4	0
251946438	4	4	0
251728451	4	4	0
251603179	1	1	0
251545134	8	6	2
251205064	3	3	0
251131230	3	3	0
250792006	12	7	5
250588574	9	7	2
250583938	11	5	6
250563222	4	4	0
250511444	1	1	0
250504792	4	4	0
250448068	9	6	3
250424673	11	5	6
250402776	3	3	0
250294265	3	3	0
250279227	4	4	0
250278510	3	3	0
250238144	4	4	0
250197288	4	4	0
250169639	4	4	0
250138960	23	10	13
250081573	4	4	0
249917576	4	4	0
249737358	4	4	0
249710637	1	1	0
249681909	21	9	12
249604027	4	4	0
249490983	3	3	0
249459369	4	4	0
249412101	4	4	0
249366587	8	6	2
249333678	15	9	6
249254760	9	5	4
249161176	4	4	0
249089595	3	3	0
248915214	10	7	3
248754362	4	4	0
248647896	4	4	0
248643109	4	4	0
248490675	8	6	2
248441571	18	9	9
248435611	6	5	1
248434643	6	5	1
247978789	4	4	0
247923741	13	8	5
247909756	4	4	0
247860497	1	1	0
247853156	9	6	3
247750596	10	7	3
247560766	1	1	0
247487365	6	5	1
247372411	4	4	0
247298547	4	4	0
247283655	6	5	1
247098164	6	5	1
246867922	4	4	0
246655836	4	4	0
246607639	3	3	0
246566778	4	4	0
246551129	3	3	0
246510504	4	4	0
245951742	6	5	1
245891210	4	2	2
245878218	4	4	0
245758116	4	4	0
245666483	4	4	0
245471192	3	3	0
245254162	18	9	9
245222249	10	7	3
245119428	4	4	0
245056798	3	3	0
244887184	3	3	0
244803268	4	4	0
244661125	18	10	8
244633911	1	1	0
244472492	12	7	5
244196474	6	4	2
243839057	5	4	1
243683055	13	8	5
243609972	4	4	0
243316065	3	3	0
243304850	3	3	0
243260366	9	6	3
242972949	4	4	0
242614770	3	3	0
242604180	19	11	8
242464572	4	4	0
242102155	10	5	5
242005965	3	3	0
241975006	12	6	6
241736752	7	5	2
241622061	4	4	0
241621646	4	4	0
241554222	2	2	0
241348585	10	8	2
241310331	5	4	1
241227296	20	9	11
241025692	4	4	0
240731347	1	1	0
240726822	11	7	4
240670384	4	4	0
240645798	4	4	0
240645798	4	4	0
240454401	9	5	4
240378881	3	3	0
240366103	8	5	3
240339383	4	4	0
240335733	4	4	0
240317071	4	4	0
240289870	8	6	2
240205724	4	4	0
240148062	4	4	0
240118149	7	5	2
240100811	3	3	0
240063989	19	11	8
240020120	4	4	0
239936130	6	5	1
239842495	3	3	0
239834274	3	3	0
239833450	4	4	0
239678622	1	1	0
239650013	20	10	10
239617844	4	4	0
239470082	4	4	0
239440575	5	4	1
239384881	4	4	0
239148434	5	3	2
239082034	7	5	2
238705758	1	1	0
238431877	4	4	0
238365248	4	4	0
238243979	1	1	0
238241465	5	4	1
238061465	4	4	0
237982114	9	5	4
237919056	15	8	7
237917457	3	3	0
237840036	4	4	0
237807898	4	2	2
237766500	8	6	2
237699885	4	4	0
237551337	8	6	2
237527625	7	5	2
237500890	1	1	0
237361987	1	1	0
237274470	6	5	1
237210411	4	4	0
237026628	4	4	0
236947933	1	1	0
236915409	8	6	2
236912965	17	11	6
236894693	1	1	0
236828374	8	5	3
236828089	13	8	5
236746453	4	4	0
236654539	3	3	0
236542784	4	4	0
236510747	4	4	0
235990072	11	7	4
235779288	8	6	2
235448466	1	1	0
235429470	4	4	0
235379055	4	4	0
235346546	3	3	0
235264116	1	1	0
235198248	4	4	0
235169225	4	4	0
234830450	18	10	8
234765263	9	6	3
234749259	11	7	4
234720216	2	2	0
234589598	9	5	4
234587956	9	6	3
234402070	4	4	0
234304844	4	4	0
234302629	7	5	2
234294027	3	3	0
234281907	10	6	4
234176382	4	4	0
234121353	8	5	3
234069711	12	8	4
234046768	1	1	0
234027073	8	6	2
233971600	4	4	0
233970092	4	4	0
233869677	10	6	4
233731030	4	4	0
233572197	9	6	3
233556126	13	8	5
233517953	4	4	0
233445402	4	4	0
233431602	9	3	6
233395000	4	4	0
233384593	4	4	0
233286712	4	4	0
233250253	8	5	3
233190121	4	4	0
233139578	3	3	0
233137547	1	1	0
233119954	4	4	0
233096595	4	4	0
233036631	3	3	0
233031105	11	7	4
232931146	12	7	5
232872103	10	7	3
232800891	3	3	0
232798626	4	4	0
232713916	4	4	0
232707233	11	6	5
232167841	6	5	1
231910385	4	4	0
231714733	3	3	0
231698545	8	4	4
231646526	4	4	0
231587539	5	4	1
231569782	9	6	3
231499377	11	7	4
231466841	6	5	1
231355555	5	4	1
231331136	4	4	0
231318841	4	4	0
231231323	4	4	0
231200740	1	1	0
231071793	3	3	0
230683760	4	4	0
230591223	11	5	6
230573178	4	4	0
230552387	4	4	0
230421776	9	6	3
230331634	8	7	1
230321705	3	3	0
229916570	4	4	0
229792710	4	4	0
229789786	6	5	1
229763316	6	5	1
229724298	4	4	0
229691365	4	4	0
229596232	2	2	0
229583711	14	9	5
229534961	6	5	1
229286461	8	6	2
229102810	4	4	0
229094541	4	4	0
229053529	18	9	9
228999645	6	5	1
228959900	4	4	0
228864854	2	2	0
228863342	4	4	0
228644055	4	4	0
228614743	9	4	5
228471825	4	4	0
228283186	4	4	0
228241762	4	4	0
228127761	4	4	0
228125524	4	4	0
228088119	7	5	2
228040123	7	5	2
228037601	4	4	0
228030874	3	3	0
227937336	19	8	11
227922849	6	4	2
227792679	4	4	0
227737255	7	5	2
227679294	4	4	0
227655324	4	4	0
227654955	4	4	0
227643878	4	4	0
227470396	4	4	0
227314568	6	5	1
227310160	3	3	0
227290720	25	16	9
227085590	4	4	0
227079283	3	3	0
227054038	3	3	0
227024973	3	2	1
227017483	9	6	3
226807032	8	6	2
226739029	4	4	0
226721154	1	1	0
226538598	3	3	0
226339290	4	4	0
226246835	3	3	0
226232211	7	5	2
226048216	6	5	1
226006090	3	3	0
225993958	4	4	0
225993565	8	6	2
225941987	4	4	0
225919260	4	4	0
225726720	4	4	0
225580234	4	4	0
225575866	9	6	3
225539846	6	5	1
225492905	6	5	1
225484261	9	6	3
225445164	4	4	0
225398725	8	6	2
225376741	4	4	0
225348954	5	4	1
225277624	4	4	0
225269979	8	6	2
225064949	3	3	0
225061540	4	4	0
225042595	3	3	0
224989247	7	5	2
224973274	4	4	0
224829531	4	4	0
224806485	4	4	0
224786725	4	4	0
224754326	4	4	0
224749326	7	5	2
224735634	8	6	2
224600939	4	4	0
224531902	24	11	13
224528573	4	4	0
224370089	13	7	6
224354162	5	4	1
224335657	12	5	7
224286385	4	4	0
224273389	4	4	0
224253870	13	6	7
224234046	4	4	0
224230212	10	7	3
224186040	4	4	0
224177688	5	4	1
224135978	8	6	2
224022075	11	7	4
224007659	6	3	3
224007065	26	11	15
223962623	1	1	0
223904089	4	4	0
223866451	4	4	0
223854303	14	9	5
223847772	1	1	0
223800206	6	5	1
223722685	4	4	0
223709512	5	3	2
223700932	4	4	0
223679771	5	4	1
223640880	3	3	0
223626365	16	8	8
223468926	1	1	0
223425454	4	4	0
223380647	4	4	0
223272468	4	4	0
223250761	1	1	0
223189150	6	5	1
223188915	6	5	1
223029147	8	6	2
222884290	10	6	4
222720740	4	4	0
222664250	4	4	0
222624431	3	3	0
222503913	1	1	0
222351867	4	4	0
222220361	10	7	3
222165722	11	7	4
222148192	4	4	0
222102365	6	5	1
221996044	3	3	0
221961184	4	4	0
221930886	4	4	0
221802851	4	4	0
221749658	4	4	0
221681068	6	5	1
221605138	11	6	5
221598724	7	6	1
221546223	1	1	0
221480447	10	6	4
221351196	4	4	0
221209987	6	4	2
221148427	4	4	0
221124176	3	3	0
220827176	3	3	0
220815772	6	5	1
220674456	3	3	0
220665788	3	3	0
220590876	4	4	0
220450310	3	3	0
220433322	4	4	0
220429088	3	3	0
220382332	1	1	0
220293912	3	3	0
220284523	4	4	0
220203323	3	3	0
220200080	4	4	0
220094730	3	3	0
220092329	11	8	3
220021293	3	3	0
219829530	1	1	0
219743942	3	3	0
219712475	4	4	0
219679752	24	11	13
219601345	3	2	1
219480213	3	3	0
219178408	5	3	2
219165007	4	4	0
219074752	4	4	0
218974511	6	5	1
218951125	4	4	0
218731600	4	4	0
218642967	1	1	0
218493829	4	4	0
218428385	6	5	1
218314174	4	4	0
218230828	9	6	3
218077332	4	4	0
217875363	9	6	3
217717451	3	3	0
217619983	13	7	6
217338913	4	4	0
217258936	8	6	2
217092006	10	5	5
217087853	3	3	0
217007321	4	4	0
216848013	14	8	6
216826984	4	4	0
216804034	4	3	1
216785923	12	6	6
216642322	4	4	0
216556941	4	4	0
216540369	4	2	2
216503409	7	5	2
216420387	4	4	0
216416963	25	11	14
216365126	3	3	0
216222028	3	3	0
216221581	4	4	0
216052993	4	4	0
216022832	7	5	2
215947587	3	3	0
215938850	1	1	0
215759636	23	11	12
215716452	4	4	0
215707856	3	3	0
215514624	6	4	2
215368434	1	1	0
215298185	4	4	0
215297973	1	1	0
215283037	3	3	0
215271219	4	4	0
215183060	18	10	8
215112957	4	4	0
215038036	4	4	0
214681989	3	3	0
214660320	4	4	0
214585580	3	3	0
214517589	4	4	0
214472017	11	7	4
214379834	4	4	0
213947145	14	9	5
213892496	11	7	4
213802280	9	6	3
213783168	19	12	7
213674428	11	7	4
213593334	4	4	0
213581328	1	1	0
213566432	3	3	0
213475159	1	1	0
213458843	1	1	0
213397291	5	4	1
213384037	4	4	0
212775788	1	1	0
212759699	4	4	0
212598585	1	1	0
212564886	4	4	0
212520678	4	4	0
212352811	4	4	0
212341419	6	5	1
212309960	12	7	5
212288090	4	4	0
212258673	3	3	0
212146397	5	2	3
212077419	4	4	0
212047081	3	3	0
211970901	10	6	4
211840254	4	4	0
211839083	4	4	0
211784083	28	14	14
211776693	4	4	0
211675395	4	4	0
211673337	3	3	0
211587615	4	4	0
211448517	12	7	5
211427331	2	2	0
211409415	4	4	0
211288084	1	1	0
211134043	4	4	0
211069716	4	4	0
210991399	3	3	0
210960463	1	1	0
210895568	18	9	9
210845396	14	9	5
210798929	4	4	0
210393395	4	4	0
210358675	4	4	0
210153143	6	5	1
210111978	4	4	0
210019798	6	5	1
209770764	10	6	4
209767777	7	5	2
209726724	4	4	0
209767777	7	5	2
209726724	4	4	0
209655208	8	6	2
209582438	8	6	2
209346978	4	4	0
209345497	6	5	1
209154721	4	4	0
209133082	4	4	0
209092223	8	6	2
208903873	9	6	3
208778658	9	6	3
208584209	8	6	2
208537032	1	1	0
208468453	4	4	0
208377589	3	3	0
208231323	6	4	2
208152886	8	6	2
208040475	13	7	6
207924022	27	13	14
207893379	4	4	0
207864538	4	4	0
207778798	1	1	0
207714009	4	4	0
207658719	3	3	0
207535352	6	5	1
207526298	11	7	4
207347980	3	2	1
207342015	4	4	0
207322315	4	4	0
207048547	1	1	0
206991592	10	6	4
206981410	4	4	0
206932495	9	6	3
206767516	4	4	0
206690251	4	4	0
206626294	1	1	0
206583170	3	2	1
206520260	4	4	0
206488744	11	7	4
206473924	5	3	2
206382442	6	3	3
206321270	4	4	0
206294676	4	4	0
206093114	3	3	0
206082485	3	3	0
206071348	1	1	0
205932109	8	6	2
205931988	4	4	0
205781282	1	1	0
205705885	1	1	0
205587848	9	5	4
205576756	7	5	2
205458088	9	6	3
205421853	12	7	5
205348747	4	4	0
205308860	7	6	1
205222681	4	4	0
205209578	4	4	0
204931366	7	5	2
204869868	9	6	3
204857139	21	9	12
204815334	3	3	0
204815084	4	4	0
204759076	5	4	1
204694338	4	4	0
204606500	7	5	2
204446752	4	4	0
204438811	8	5	3
204431476	8	6	2
204408589	4	4	0
204380793	10	7	3
204372821	4	4	0
204350963	4	4	0
204255247	4	4	0
204213710	4	4	0
204042847	3	3	0
204012956	4	4	0
203974757	4	4	0
203959174	8	6	2
203815807	11	7	4
203762077	11	7	4
203750610	3	3	0
203677804	3	3	0
203610913	4	4	0
203541897	1	1	0
203538014	4	4	0
203511656	4	4	0
203421712	16	8	8
203373320	12	7	5
203277021	4	4	0
203198666	12	7	5
203176779	3	3	0
203170094	1	1	0
203040640	12	8	4
202975123	4	4	0
202943046	1	1	0
202654541	3	3	0
202606688	7	4	3
202579180	5	4	1
202466467	4	4	0
202318960	26	14	12
202283160	12	7	5
202272285	3	3	0
202191289	4	4	0
202108114	8	4	4
202057630	4	4	0
202024591	11	7	4
201834746	3	3	0
201804048	21	6	15
201802729	3	3	0
201676495	5	4	1
201614291	3	3	0
201569163	13	7	6
201537326	4	4	0
201492378	30	18	12
201479749	6	5	1
201362547	4	4	0
201275204	5	4	1
201215388	11	7	4
201154596	4	4	0
200857606	4	4	0
200551632	4	4	0
200434157	4	4	0
200413179	4	4	0
200380532	6	5	1
200372680	4	4	0
200226441	4	4	0
200200852	23	11	12
200128737	8	6	2
200111976	4	4	0
200109703	4	4	0
200002575	12	8	4
199973974	3	3	0
199894656	6	5	1
199838460	1	1	0
199587543	4	4	0
199566040	4	4	0
199537918	5	4	1
199487932	13	9	4
199471751	4	4	0
199441507	3	3	0
199229546	6	5	1
199152334	4	4	0
199095357	4	4	0
198975930	4	4	0
198705608	4	4	0
198690128	4	4	0
198662585	9	6	3
198648817	8	5	3
198562713	4	4	0
198562064	15	7	8
198453323	19	10	9
198446764	14	7	7
198422813	4	4	0
198406257	10	7	3
198344647	4	4	0
198330287	8	5	3
198249920	7	5	2
198237523	4	3	1
198234627	4	4	0
198229340	9	6	3
198205833	7	4	3
198198810	5	4	1
198109065	4	4	0
198102272	3	3	0
197750163	4	4	0
197599949	3	3	0
197405161	4	4	0
197402633	4	4	0
197351343	4	4	0
197266480	11	7	4
197183723	6	4	2
197176569	6	5	1
197132224	7	5	2
196766997	4	4	0
196645745	1	1	0
196643953	4	4	0
196609870	3	3	0
196580300	3	3	0
196513674	4	4	0
196507323	11	6	5
196505940	1	1	0
196461695	6	5	1
196296983	1	1	0
196262909	9	6	3
196251550	9	6	3
196188357	4	4	0
195939844	1	1	0
195922570	4	4	0
195905439	4	4	0
195893811	10	6	4
195821696	4	4	0
195511166	4	4	0
195447222	4	4	0
195403632	4	4	0
195244557	1	1	0
195197224	14	8	6
195152361	4	4	0
194962909	3	3	0
194933041	3	3	0
194933041	3	3	0
194908584	7	5	2
194882222	1	1	0
194864007	3	3	0
194784545	4	4	0
194768034	27	10	17
194654442	1	1	0
194594805	4	4	0
194584754	1	1	0
194532686	12	8	4
194471273	4	3	1
194443608	1	1	0
194316192	25	12	13
194300310	4	4	0
194249233	3	3	0
194210177	4	4	0
194144557	10	5	5
194136654	4	4	0
194119412	4	4	0
194111217	4	4	0
194108313	1	1	0
193925839	3	3	0
193899547	3	3	0
193879332	4	4	0
193770943	4	4	0
193653911	4	4	0
193334450	11	6	5
193272344	4	4	0
193188385	4	4	0
193176139	15	9	6
193107108	3	3	0
193079119	4	4	0
193070131	8	4	4
192592811	4	4	0
192570995	5	4	1
192391241	14	8	6
192375071	4	4	0
192268393	9	6	3
192245460	4	4	0
192237610	4	4	0
191932998	1	1	0
191899843	4	4	0
191850048	2	2	0
191794750	6	4	2
191773299	6	5	1
191763361	3	3	0
191580446	4	4	0
191573459	12	8	4
191331870	8	4	4
191192353	23	10	13
191127911	4	4	0
191102381	8	6	2
191022891	1	1	0
190976142	4	4	0
190903891	5	4	1
190775293	4	4	0
190665649	7	5	2
190653488	7	3	4
190649608	12	5	7
190499254	3	3	0
190433126	8	6	2
190234223	19	10	9
190206932	15	7	8
190075673	11	6	5
189819763	4	4	0
189800919	4	4	0
189353886	1	1	0
189173901	4	4	0
189130110	4	4	0
188962080	4	4	0
188947245	4	4	0
188826116	4	4	0
188718163	4	4	0
188715089	1	1	0
188692221	3	2	1
188649208	4	4	0
188525971	1	1	0
188458735	1	1	0
188453851	1	1	0
188450917	8	6	2
188332111	17	9	8
188239680	5	4	1
188235649	4	4	0
188161288	8	6	2
188134700	10	6	4
188083318	1	1	0
187986890	10	6	4
187979058	4	4	0
187672091	6	5	1
187636874	4	4	0
187421374	1	1	0
187372851	7	5	2
187267231	3	3	0
187214353	10	7	3
187157508	3	3	0
187111003	4	4	0
187058955	4	4	0
187052571	8	6	2
187019849	4	4	0
186946342	4	4	0
186900383	4	4	0
186888231	10	7	3
186806330	3	3	0
186755550	6	5	1
186722361	4	4	0
186327107	3	3	0
186275362	9	4	5
186143051	1	1	0
186081308	4	4	0
186005786	21	9	12
185804216	4	4	0
185625785	4	4	0
185608147	6	5	1
185596054	3	2	1
185517453	4	4	0
185401314	4	4	0
185384338	10	7	3
185377440	4	4	0
185303354	19	11	8
185106235	4	4	0
185007205	4	4	0
184862661	4	4	0
184813419	4	4	0
184794340	1	1	0
184791023	4	4	0
184702475	4	4	0
184702174	3	3	0
184697567	3	3	0
184690387	4	4	0
184604748	15	6	9
184556000	1	1	0
184475600	8	6	2
184466716	8	3	5
184363882	4	4	0
184193533	9	6	3
184190412	1	1	0
184178906	4	4	0
184166688	4	4	0
184071164	4	4	0
183989368	3	3	0
183983486	21	10	11
183877969	4	4	0
183756431	4	4	0
183675282	4	4	0
183579353	4	4	0
183540815	5	4	1
183438709	4	4	0
183417517	4	4	0
183320860	4	4	0
183309105	4	4	0
183266317	9	6	3
183254493	15	9	6
183010492	6	5	1
183009130	10	7	3
182982398	6	4	2
182917945	4	4	0
182915589	4	4	0
182863747	4	4	0
182802054	4	4	0
182794181	4	4	0
182766059	4	4	0
182747866	3	3	0
182615765	1	1	0
182514658	6	5	1
182473270	4	3	1
182406523	1	1	0
182372261	4	4	0
182360599	4	4	0
182306658	9	5	4
182290777	4	4	0
182257078	4	4	0
182125072	1	1	0
182119323	1	1	0
182088041	17	11	6
182048263	1	1	0
182041090	4	4	0
182033439	9	6	3
182032550	14	7	7
182028997	7	5	2
182002720	5	4	1
181932375	4	4	0
181913953	4	3	1
181815313	11	7	4
181804131	16	9	7
181766125	4	4	0
181696318	6	5	1
181678837	4	4	0
181641629	6	5	1
