index	MarketID	MarketSize	LocationID	AgeOfStore	week	SalesInThousands
111	3	Large	209	1	4	97.61
112	3	Large	210	19	1	85.11
113	3	Large	210	19	2	88.07
114	3	Large	210	19	3	94.43
115	3	Large	210	19	4	89.44
116	3	Large	211	13	1	88.64
117	3	Large	211	13	2	81.37
118	3	Large	211	13	3	82.14
119	3	Large	211	13	4	79.64
120	3	Large	212	3	1	84.34
121	3	Large	212	3	2	87.9
122	3	Large	212	3	3	76.12
123	3	Large	212	3	4	82.72
124	3	Large	213	4	1	73.22
125	3	Large	213	4	2	75.88
126	3	Large	213	4	3	78.01
127	3	Large	213	4	4	80.17
128	3	Large	214	5	1	91.6
129	3	Large	214	5	2	80.61
130	3	Large	214	5	3	93.86
131	3	Large	214	5	4	83.43
132	3	Large	215	7	1	82.65
133	3	Large	215	7	2	77.39
134	3	Large	215	7	3	80.83
135	3	Large	215	7	4	80.75
136	3	Large	216	4	1	94.89
137	3	Large	216	4	2	74.75
138	3	Large	216	4	3	93.63
139	3	Large	216	4	4	80.82
140	3	Large	217	5	1	91.61
141	3	Large	217	5	2	79.02
142	3	Large	217	5	3	86.11
143	3	Large	217	5	4	82.88
144	3	Large	218	2	1	99.65
145	3	Large	218	2	2	88.64
146	3	Large	218	2	3	86.96
147	3	Large	218	2	4	89.25
148	3	Large	219	7	1	66.22
149	3	Large	219	7	2	82.86
150	3	Large	219	7	3	83.4
151	3	Large	219	7	4	75.61
152	3	Large	220	3	1	87.08
153	3	Large	220	3	2	89.32
154	3	Large	220	3	3	99.12
155	3	Large	220	3	4	85.85
156	3	Large	221	23	1	79.53
157	3	Large	221	23	2	74.03
158	3	Large	221	23	3	78.53
159	3	Large	221	23	4	76.71
160	3	Large	222	6	1	93.32
161	3	Large	222	6	2	85.71
162	3	Large	222	6	3	77.36
163	3	Large	222	6	4	91.29
164	4	Small	301	1	1	49.61
165	4	Small	301	1	2	43.69
166	4	Small	301	1	3	54.49
167	4	Small	301	1	4	61.25
168	4	Small	302	7	1	51.47
169	4	Small	302	7	2	53.47
170	4	Small	302	7	3	46.83
171	4	Small	302	7	4	56.7
172	4	Small	303	9	1	55.94
173	4	Small	303	9	2	61.36
174	4	Small	303	9	3	56.19
175	4	Small	303	9	4	62.06
176	4	Small	304	3	1	54.01
177	4	Small	304	3	2	63.48
178	4	Small	304	3	3	61.96
179	4	Small	304	3	4	55.3
180	4	Small	305	2	1	47.89
181	4	Small	305	2	2	52.37
182	4	Small	305	2	3	49.11
183	4	Small	305	2	4	52.88
184	4	Small	306	13	1	53.79
185	4	Small	306	13	2	66.96
186	4	Small	306	13	3	57.1
187	4	Small	306	13	4	65.12
188	4	Small	307	7	1	46.98
189	4	Small	307	7	2	53.41
190	4	Small	307	7	3	36.17
191	4	Small	307	7	4	55.98
192	4	Small	308	28	1	51.87
193	4	Small	308	28	2	58.01
194	4	Small	308	28	3	47.93
195	4	Small	308	28	4	51.33
196	4	Small	309	8	1	62.16
197	4	Small	309	8	2	54.06
198	4	Small	309	8	3	51.72
199	4	Small	309	8	4	59.64
200	5	Medium	401	5	1	52.23
201	5	Medium	401	5	2	51.68
202	5	Medium	401	5	3	46.22
203	5	Medium	401	5	4	46.03
204	5	Medium	402	25	1	40.4
205	5	Medium	402	25	2	50.28
206	5	Medium	402	25	3	52.72
207	5	Medium	402	25	4	38.3
208	5	Medium	403	19	1	51.79
209	5	Medium	403	19	2	42.56
210	5	Medium	403	19	3	44.64
211	5	Medium	403	19	4	45.11
212	5	Medium	404	8	1	42.15
213	5	Medium	404	8	2	42.59
214	5	Medium	404	8	3	49.56
215	5	Medium	404	8	4	39.25
216	5	Medium	405	4	1	48.18
217	5	Medium	405	4	2	48.25
218	5	Medium	405	4	3	46.42
219	5	Medium	405	4	4	43.77
220	5	Medium	406	3	1	45.3
221	5	Medium	406	3	2	48.84
222	5	Medium	406	3	3	45.08
223	5	Medium	406	3	4	44.67
224	5	Medium	407	6	1	45.56
225	5	Medium	407	6	2	55.19
226	5	Medium	407	6	3	37.84
227	5	Medium	407	6	4	50.07
228	5	Medium	408	9	1	47.33
229	5	Medium	408	9	2	45.42
230	5	Medium	408	9	3	44.31
231	5	Medium	408	9	4	40.26
232	5	Medium	409	14	1	43.27
233	5	Medium	409	14	2	48.33
234	5	Medium	409	14	3	44.14
235	5	Medium	409	14	4	51.5
236	5	Medium	410	11	1	49.95
237	5	Medium	410	11	2	55.11
238	5	Medium	410	11	3	55.28
239	5	Medium	410	11	4	54.7
240	5	Medium	411	23	1	50.11
241	5	Medium	411	23	2	55.59
242	5	Medium	411	23	3	54.37
243	5	Medium	411	23	4	51.91
244	5	Medium	412	6	1	59.34
245	5	Medium	412	6	2	62.63
246	5	Medium	412	6	3	49.08
247	5	Medium	412	6	4	58.04
248	5	Medium	413	1	1	46.26
249	5	Medium	413	1	2	47.71
250	5	Medium	413	1	3	54.09
251	5	Medium	413	1	4	46.89
252	5	Medium	414	1	1	57.37
253	5	Medium	414	1	2	55.53
254	5	Medium	414	1	3	51.16
255	5	Medium	414	1	4	57.06
256	5	Medium	415	12	1	50.59
257	5	Medium	415	12	2	48.64
258	5	Medium	415	12	3	50.55
259	5	Medium	415	12	4	49.08
260	6	Medium	501	6	1	24.75
261	6	Medium	501	6	2	41.47
262	6	Medium	501	6	3	35.1
263	6	Medium	501	6	4	34.33
264	6	Medium	502	19	1	31.94
265	6	Medium	502	19	2	29.64
266	6	Medium	502	19	3	33.64
267	6	Medium	502	19	4	36.05
268	6	Medium	503	2	1	36.7
269	6	Medium	503	2	2	41.53
270	6	Medium	503	2	3	27.71
271	6	Medium	503	2	4	37.2
272	6	Medium	504	4	1	42.16
273	6	Medium	504	4	2	36.8
274	6	Medium	504	4	3	46.98
275	6	Medium	504	4	4	47.35
276	6	Medium	505	1	1	32.21
277	6	Medium	505	1	2	38.41
278	6	Medium	505	1	3	37.9
279	6	Medium	505	1	4	44.84
280	6	Medium	506	12	1	37.45
281	6	Medium	506	12	2	35.46
282	6	Medium	506	12	3	31.85
283	6	Medium	506	12	4	19.26
284	6	Medium	507	5	1	38.65
285	6	Medium	507	5	2	17.34
286	6	Medium	507	5	3	33.14
287	6	Medium	507	5	4	23.44
288	6	Medium	508	5	1	37.17
289	6	Medium	508	5	2	30.52
290	6	Medium	508	5	3	32.51
291	6	Medium	508	5	4	29.12
292	6	Medium	509	8	1	40.46
293	6	Medium	509	8	2	41.25
294	6	Medium	509	8	3	32.05
295	6	Medium	509	8	4	47.5
296	6	Medium	510	7	1	32.77
297	6	Medium	510	7	2	30.26
298	6	Medium	510	7	3	27.55
299	6	Medium	510	7	4	27.37
300	6	Medium	511	24	1	47.48
301	6	Medium	511	24	2	39.41
302	6	Medium	511	24	3	43.29
303	6	Medium	511	24	4	42.59
304	6	Medium	512	4	1	35.3
305	6	Medium	512	4	2	35.86
306	6	Medium	512	4	3	49.3
307	6	Medium	512	4	4	30.81
308	6	Medium	513	7	1	44.98
309	6	Medium	513	7	2	41.71
310	6	Medium	513	7	3	41.1
311	6	Medium	513	7	4	40.97
312	6	Medium	514	6	1	41.1
313	6	Medium	514	6	2	41.56
314	6	Medium	514	6	3	36.39
315	6	Medium	514	6	4	39.67
316	6	Medium	515	8	1	34.46
317	6	Medium	515	8	2	40.13
318	6	Medium	515	8	3	32.18
319	6	Medium	515	8	4	43.73
320	7	Medium	601	7	1	49.01
321	7	Medium	601	7	2	46.29
322	7	Medium	601	7	3	37.14
323	7	Medium	601	7	4	42.82
324	7	Medium	602	4	1	47.22
325	7	Medium	602	4	2	35.24
326	7	Medium	602	4	3	47.22
327	7	Medium	602	4	4	43.15
328	7	Medium	603	4	1	40.71
329	7	Medium	603	4	2	38.26
330	7	Medium	603	4	3	41.44
331	7	Medium	603	4	4	25.7
332	7	Medium	604	11	1	40.29
333	7	Medium	604	11	2	48.35
334	7	Medium	604	11	3	43.26
335	7	Medium	604	11	4	44.2
336	7	Medium	605	8	1	46.14
337	7	Medium	605	8	2	41.12
338	7	Medium	605	8	3	45.03
339	7	Medium	605	8	4	38.85
340	7	Medium	606	8	1	41.96
341	7	Medium	606	8	2	42.27
342	7	Medium	606	8	3	38.51
343	7	Medium	606	8	4	43.51
344	7	Medium	607	3	1	49.39
345	7	Medium	607	3	2	40.25
346	7	Medium	607	3	3	42.46
347	7	Medium	607	3	4	31.62
348	7	Medium	608	18	1	53.38
349	7	Medium	608	18	2	55.31
350	7	Medium	608	18	3	56.1
351	7	Medium	608	18	4	43.24
352	7	Medium	609	9	1	48.18
353	7	Medium	609	9	2	43.11
354	7	Medium	609	9	3	43.78
355	7	Medium	609	9	4	56.9
356	7	Medium	610	4	1	53.53
357	7	Medium	610	4	2	47.92
358	7	Medium	610	4	3	56.18
359	7	Medium	610	4	4	46.66
360	7	Medium	611	11	1	40.43
361	7	Medium	611	11	2	51.15
362	7	Medium	611	11	3	42.5
363	7	Medium	611	11	4	52.76
364	7	Medium	612	1	1	47.63
365	7	Medium	612	1	2	52.21
366	7	Medium	612	1	3	40.17
367	7	Medium	612	1	4	48.36
368	7	Medium	613	18	1	42.76
369	7	Medium	613	18	2	50.52
370	7	Medium	613	18	3	56.86
371	7	Medium	613	18	4	47.51
372	7	Medium	614	8	1	38.56
373	7	Medium	614	8	2	37.29
374	7	Medium	614	8	3	35.6
375	7	Medium	614	8	4	33.35
376	7	Medium	615	1	1	48.5
377	7	Medium	615	1	2	36.8
378	7	Medium	615	1	3	48.32
379	7	Medium	615	1	4	41.54
380	8	Medium	701	1	1	53.56
381	8	Medium	701	1	2	49.72
382	8	Medium	701	1	3	48.77
383	8	Medium	701	1	4	46.84
384	8	Medium	702	13	1	51.82
385	8	Medium	702	13	2	45.02
386	8	Medium	702	13	3	49.44
387	8	Medium	702	13	4	51.32
388	8	Medium	703	4	1	52.85
389	8	Medium	703	4	2	40.84
390	8	Medium	703	4	3	64.45
391	8	Medium	703	4	4	44.43
392	8	Medium	704	27	1	56.64
393	8	Medium	704	27	2	46.06
394	8	Medium	704	27	3	55.46
395	8	Medium	704	27	4	51.41
396	8	Medium	705	22	1	49.67
397	8	Medium	705	22	2	49.98
398	8	Medium	705	22	3	49.5
399	8	Medium	705	22	4	47.35
400	8	Medium	706	17	1	50.26
401	8	Medium	706	17	2	52.05
402	8	Medium	706	17	3	51.14
403	8	Medium	706	17	4	46.3
404	8	Medium	707	5	1	56.99
405	8	Medium	707	5	2	45.57
406	8	Medium	707	5	3	45.92
407	8	Medium	707	5	4	50.52
408	8	Medium	708	15	1	32.61
409	8	Medium	708	15	2	57.27
410	8	Medium	708	15	3	37.32
411	8	Medium	708	15	4	41.22
412	8	Medium	709	1	1	39.73
413	8	Medium	709	1	2	50.3
414	8	Medium	709	1	3	40.16
415	8	Medium	709	1	4	41.37
416	8	Medium	710	24	1	54.79
417	8	Medium	710	24	2	52.39
418	8	Medium	710	24	3	42.15
419	8	Medium	710	24	4	49.63
420	8	Medium	711	1	1	54.95
421	8	Medium	711	1	2	55.78
422	8	Medium	711	1	3	46.49
423	8	Medium	711	1	4	56.84
424	8	Medium	712	9	1	48.06
425	8	Medium	712	9	2	51.09
426	8	Medium	712	9	3	44.19
427	8	Medium	712	9	4	49.52
428	9	Medium	801	3	1	65.11
429	9	Medium	801	3	2	54.38
430	9	Medium	801	3	3	57.14
431	9	Medium	801	3	4	49.91
432	9	Medium	802	9	1	48.76
433	9	Medium	802	9	2	44.14
434	9	Medium	802	9	3	58.1
435	9	Medium	802	9	4	44.16
436	9	Medium	803	10	1	44.66
437	9	Medium	803	10	2	53.78
438	9	Medium	803	10	3	43.91
439	9	Medium	803	10	4	52.41
440	9	Medium	804	1	1	50.54
441	9	Medium	804	1	2	58.43
442	9	Medium	804	1	3	59.77
443	9	Medium	804	1	4	60.44
444	9	Medium	805	6	1	50.94
445	9	Medium	805	6	2	49.38
446	9	Medium	805	6	3	63.98
447	9	Medium	805	6	4	45.84
448	9	Medium	806	5	1	51.01
449	9	Medium	806	5	2	56.16
450	9	Medium	806	5	3	45.77
451	9	Medium	806	5	4	46.47
452	9	Medium	807	1	1	46.02
453	9	Medium	807	1	2	51.09
454	9	Medium	807	1	3	51.68
455	9	Medium	807	1	4	55.91
456	9	Medium	808	20	1	55.9
457	9	Medium	808	20	2	59.8
458	9	Medium	808	20	3	60.97
459	9	Medium	808	20	4	64.14
460	9	Medium	809	9	1	39.98
461	9	Medium	809	9	2	54.58
462	9	Medium	809	9	3	52.64
463	9	Medium	809	9	4	45.43
464	9	Medium	810	13	1	49.3
465	9	Medium	810	13	2	61.8
466	9	Medium	810	13	3	58.0
467	9	Medium	810	13	4	55.2
468	10	Large	901	7	1	53.76
469	10	Large	901	7	2	39.36
470	10	Large	901	7	3	47.2
471	10	Large	901	7	4	53.66
472	10	Large	902	1	1	61.53
473	10	Large	902	1	2	59.17
474	10	Large	902	1	3	63.73
475	10	Large	902	1	4	61.77
476	10	Large	903	7	1	51.89
477	10	Large	903	7	2	51.17
478	10	Large	903	7	3	54.33
479	10	Large	903	7	4	50.05
480	10	Large	904	10	1	51.09
481	10	Large	904	10	2	54.82
482	10	Large	904	10	3	44.16
483	10	Large	904	10	4	53.95
484	10	Large	905	2	1	54.34
485	10	Large	905	2	2	60.24
486	10	Large	905	2	3	56.39
487	10	Large	905	2	4	58.33
488	10	Large	906	13	1	51.26
489	10	Large	906	13	2	51.73
490	10	Large	906	13	3	51.35
491	10	Large	906	13	4	41.85
492	10	Large	907	10	1	45.21
493	10	Large	907	10	2	55.02
494	10	Large	907	10	3	45.35
495	10	Large	907	10	4	47.06
496	10	Large	908	3	1	43.59
497	10	Large	908	3	2	46.03
498	10	Large	908	3	3	47.22
499	10	Large	908	3	4	51.41
500	10	Large	909	1	1	58.19
501	10	Large	909	1	2	62.72
502	10	Large	909	1	3	66.66
503	10	Large	909	1	4	64.66
504	10	Large	910	1	1	66.34
505	10	Large	910	1	2	60.59
506	10	Large	910	1	3	61.95
507	10	Large	910	1	4	67.84
508	10	Large	911	1	1	55.39
509	10	Large	911	1	2	49.16
510	10	Large	911	1	3	58.26
511	10	Large	911	1	4	48.12
512	10	Large	912	6	1	49.98
513	10	Large	912	6	2	44.84
514	10	Large	912	6	3	55.12
515	10	Large	912	6	4	47.36
516	10	Large	913	24	1	62.33
517	10	Large	913	24	2	53.68
518	10	Large	913	24	3	62.37
519	10	Large	913	24	4	63.58
520	10	Large	914	9	1	44.7
521	10	Large	914	9	2	43.44
522	10	Large	914	9	3	52.36
523	10	Large	914	9	4	45.9
524	10	Large	915	3	1	53.51
525	10	Large	915	3	2	49.76
526	10	Large	915	3	3	68.31
527	10	Large	915	3	4	66.1
528	10	Large	916	7	1	43.61
529	10	Large	916	7	2	46.2
530	10	Large	916	7	3	51.52
531	10	Large	916	7	4	49.71
532	10	Large	917	14	1	53.5
533	10	Large	917	14	2	56.34
534	10	Large	917	14	3	51.83
535	10	Large	917	14	4	50.2
536	10	Large	918	6	1	49.62
537	10	Large	918	6	2	62.54
538	10	Large	918	6	3	50.11
539	10	Large	918	6	4	61.63
540	10	Large	919	2	1	59.87
541	10	Large	919	2	2	62.99
542	10	Large	919	2	3	57.2
543	10	Large	919	2	4	64.34
544	10	Large	920	14	1	50.2
545	10	Large	920	14	2	45.75
546	10	Large	920	14	3	44.29
547	10	Large	920	14	4	49.41
